"Class","FriendlyName","InstanceId","Problem","ConfigManagerErrorCode","ProblemDescription","Caption","Description","InstallDate","Name","Status","Availability","ConfigManagerUserConfig","CreationClassName","DeviceID","ErrorCleared","ErrorDescription","LastErrorCode","PNPDeviceID","PowerManagementCapabilities","PowerManagementSupported","StatusInfo","SystemCreationClassName","SystemName","ClassGuid","CompatibleID","HardwareID","Manufacturer","PNPClass","Present","Service","PSComputerName"
,"LIGHTSPEED Receiver","USB\VID_046D&PID_C53F&LAMPARRAY\7&D37D2AE&0&1_SLOT03","CM_PROB_NONE","CM_PROB_NONE",,"LIGHTSPEED Receiver","LIGHTSPEED Receiver",,"LIGHTSPEED Receiver","OK",,"False","Win32_PnPEntity","USB\VID_046D&PID_C53F&LAMPARRAY\7&D37D2AE&0&1_SLOT03",,,,"USB\VID_046D&PID_C53F&LAMPARRAY\7&D37D2AE&0&1_SLOT03",,,,"Win32_ComputerSystem","ROG-LUCCI",,,,,,"True",,
,"LIGHTSPEED Receiver","USB\VID_046D&PID_C53F&LAMPARRAY\7&D37D2AE&0&1_SLOT04","CM_PROB_NONE","CM_PROB_NONE",,"LIGHTSPEED Receiver","LIGHTSPEED Receiver",,"LIGHTSPEED Receiver","OK",,"False","Win32_PnPEntity","USB\VID_046D&PID_C53F&LAMPARRAY\7&D37D2AE&0&1_SLOT04",,,,"USB\VID_046D&PID_C53F&LAMPARRAY\7&D37D2AE&0&1_SLOT04",,,,"Win32_ComputerSystem","ROG-LUCCI",,,,,,"True",,
,"LIGHTSPEED Receiver","USB\VID_046D&PID_C53F&LAMPARRAY\7&D37D2AE&0&1_SLOT05","CM_PROB_NONE","CM_PROB_NONE",,"LIGHTSPEED Receiver","LIGHTSPEED Receiver",,"LIGHTSPEED Receiver","OK",,"False","Win32_PnPEntity","USB\VID_046D&PID_C53F&LAMPARRAY\7&D37D2AE&0&1_SLOT05",,,,"USB\VID_046D&PID_C53F&LAMPARRAY\7&D37D2AE&0&1_SLOT05",,,,"Win32_ComputerSystem","ROG-LUCCI",,,,,,"True",,
,"LIGHTSPEED Receiver","USB\VID_046D&PID_C53F&LAMPARRAY\7&D37D2AE&0&1_SLOT06","CM_PROB_NONE","CM_PROB_NONE",,"LIGHTSPEED Receiver","LIGHTSPEED Receiver",,"LIGHTSPEED Receiver","OK",,"False","Win32_PnPEntity","USB\VID_046D&PID_C53F&LAMPARRAY\7&D37D2AE&0&1_SLOT06",,,,"USB\VID_046D&PID_C53F&LAMPARRAY\7&D37D2AE&0&1_SLOT06",,,,"Win32_ComputerSystem","ROG-LUCCI",,,,,,"True",,
"System","Microsoft Hypervisor Service","ROOT\HVSERVICE\0000","CM_PROB_NONE","CM_PROB_NONE",,"Microsoft Hypervisor Service","Microsoft Hypervisor Service",,"Microsoft Hypervisor Service","OK",,"False","Win32_PnPEntity","ROOT\HVSERVICE\0000",,,,"ROOT\HVSERVICE\0000",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","Microsoft","System","True","hvservice",
"Firmware","PRHidDrv10 PS883308 Peripheral Driver","ACPI\PS883308\1","CM_PROB_NONE","CM_PROB_NONE",,"PRHidDrv10 PS883308 Peripheral Driver","PRHidDrv10 PS883308 Peripheral Driver",,"PRHidDrv10 PS883308 Peripheral Driver","OK",,"False","Win32_PnPEntity","ACPI\PS883308\1",,,,"ACPI\PS883308\1",,,,"Win32_ComputerSystem","ROG-LUCCI","{f2e7dd72-6468-4e36-b6f1-6488f42c1b52}",,"System.String[]","Parade Technologies, Ltd.","Firmware","True","PRHidDrv",
"System","AMD GPIO Controller","ACPI\AMDI0030\0","CM_PROB_NONE","CM_PROB_NONE",,"AMD GPIO Controller","AMD GPIO Controller",,"AMD GPIO Controller","OK",,"False","Win32_PnPEntity","ACPI\AMDI0030\0",,,,"ACPI\AMDI0030\0",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","Advanced Micro Devices, Inc","System","True","amdgpio2",
"System","High Definition Audio Bus","PCI\VEN_1002&DEV_1640&SUBSYS_16401002&REV_00\4&98C338A&0&0141","CM_PROB_NONE","CM_PROB_NONE",,"High Definition Audio Bus","High Definition Audio Bus",,"High Definition Audio Bus","OK",,"False","Win32_PnPEntity","PCI\VEN_1002&DEV_1640&SUBSYS_16401002&REV_00\4&98C338A&0&0141",,,,"PCI\VEN_1002&DEV_1640&SUBSYS_16401002&REV_00\4&98C338A&0&0141",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","AMD","System","True","HDAudBus",
"MEDIA","NVIDIA High Definition Audio","HDAUDIO\FUNC_01&VEN_10DE&DEV_00A6&SUBSYS_10431B13&REV_1001\5&33A4E2D4&0&0001","CM_PROB_NONE","CM_PROB_NONE",,"NVIDIA High Definition Audio","NVIDIA High Definition Audio",,"NVIDIA High Definition Audio","OK",,"False","Win32_PnPEntity","HDAUDIO\FUNC_01&VEN_10DE&DEV_00A6&SUBSYS_10431B13&REV_1001\5&33A4E2D4&0&0001",,,,"HDAUDIO\FUNC_01&VEN_10DE&DEV_00A6&SUBSYS_10431B13&REV_1001\5&33A4E2D4&0&0001",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e96c-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","NVIDIA","MEDIA","True","NVHDA",
"System","PCI Express Root Port","PCI\VEN_1022&DEV_14EB&SUBSYS_14EB1022&REV_00\3&11583659&0&41","CM_PROB_NONE","CM_PROB_NONE",,"PCI Express Root Port","PCI Express Root Port",,"PCI Express Root Port","OK",,"False","Win32_PnPEntity","PCI\VEN_1022&DEV_14EB&SUBSYS_14EB1022&REV_00\3&11583659&0&41",,,,"PCI\VEN_1022&DEV_14EB&SUBSYS_14EB1022&REV_00\3&11583659&0&41",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","(Standard system devices)","System","True","pci",
"System","PCI Express Root Port","PCI\VEN_1022&DEV_14EB&SUBSYS_14EB1022&REV_00\3&11583659&0&42","CM_PROB_NONE","CM_PROB_NONE",,"PCI Express Root Port","PCI Express Root Port",,"PCI Express Root Port","OK",,"False","Win32_PnPEntity","PCI\VEN_1022&DEV_14EB&SUBSYS_14EB1022&REV_00\3&11583659&0&42",,,,"PCI\VEN_1022&DEV_14EB&SUBSYS_14EB1022&REV_00\3&11583659&0&42",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","(Standard system devices)","System","True","pci",
"System","PCI Express Root Port","PCI\VEN_1022&DEV_14EB&SUBSYS_14EB1022&REV_00\3&11583659&0&43","CM_PROB_NONE","CM_PROB_NONE",,"PCI Express Root Port","PCI Express Root Port",,"PCI Express Root Port","OK",,"False","Win32_PnPEntity","PCI\VEN_1022&DEV_14EB&SUBSYS_14EB1022&REV_00\3&11583659&0&43",,,,"PCI\VEN_1022&DEV_14EB&SUBSYS_14EB1022&REV_00\3&11583659&0&43",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","(Standard system devices)","System","True","pci",
"Firmware","PS88330A Peripheral Driver","ACPI\PS88330A\1","CM_PROB_NONE","CM_PROB_NONE",,"PS88330A Peripheral Driver","PS88330A Peripheral Driver",,"PS88330A Peripheral Driver","OK",,"False","Win32_PnPEntity","ACPI\PS88330A\1",,,,"ACPI\PS88330A\1",,,,"Win32_ComputerSystem","ROG-LUCCI","{f2e7dd72-6468-4e36-b6f1-6488f42c1b52}",,"System.String[]","Parade Technologies, Ltd.","Firmware","True","PRSpbDrv",
"Net","Hyper-V Virtual Switch Extension Adapter","ROOT\VMS_VSMP\0000","CM_PROB_NONE","CM_PROB_NONE",,"Hyper-V Virtual Switch Extension Adapter","Hyper-V Virtual Switch Extension Adapter",,"Hyper-V Virtual Switch Extension Adapter","OK",,"False","Win32_PnPEntity","ROOT\VMS_VSMP\0000",,,,"ROOT\VMS_VSMP\0000",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e972-e325-11ce-bfc1-08002be10318}",,"System.String[]","Microsoft","Net","True","VMSMP",
"SoftwareComponent","AMD-Windows Support Components","SWD\DRIVERENUM\AMDWIN&5&111EBDFB&0","CM_PROB_NONE","CM_PROB_NONE",,"AMD-Windows Support Components","AMD-Windows Support Components",,"AMD-Windows Support Components","OK",,"False","Win32_PnPEntity","SWD\DRIVERENUM\AMDWIN&5&111EBDFB&0",,,,"SWD\DRIVERENUM\AMDWIN&5&111EBDFB&0",,,,"Win32_ComputerSystem","ROG-LUCCI","{5c4c3332-344d-483c-8739-259e934c9cc8}","System.String[]","System.String[]","Advanced Micro Devices, Inc.","SoftwareComponent","True",,
"Net","OpenVPN Data Channel Offload","ROOT\NET\0000","CM_PROB_NONE","CM_PROB_NONE",,"OpenVPN Data Channel Offload","OpenVPN Data Channel Offload",,"OpenVPN Data Channel Offload","OK",,"False","Win32_PnPEntity","ROOT\NET\0000",,,,"ROOT\NET\0000",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e972-e325-11ce-bfc1-08002be10318}",,"System.String[]","OpenVPN, Inc","Net","True","ovpn-dco",
"System","UMBus Enumerator","UMB\UMB\1&841921D&0&TERMINPUT_BUS","CM_PROB_NONE","CM_PROB_NONE",,"UMBus Enumerator","UMBus Enumerator",,"UMBus Enumerator","OK",,"False","Win32_PnPEntity","UMB\UMB\1&841921D&0&TERMINPUT_BUS",,,,"UMB\UMB\1&841921D&0&TERMINPUT_BUS",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","Microsoft","System","True","umbus",
,"USB4 Virtual power coordination device","USB4\VIRTUAL_POWER_PDO\5&66DD325&0&0","CM_PROB_NONE","CM_PROB_NONE",,"USB4 Virtual power coordination device","USB4 Virtual power coordination device",,"USB4 Virtual power coordination device","OK",,"False","Win32_PnPEntity","USB4\VIRTUAL_POWER_PDO\5&66DD325&0&0",,,,"USB4\VIRTUAL_POWER_PDO\5&66DD325&0&0",,,,"Win32_ComputerSystem","ROG-LUCCI",,,"System.String[]",,,"True",,
"Firmware","PS88330F Peripheral Driver","ACPI\PS88330F\1","CM_PROB_NONE","CM_PROB_NONE",,"PS88330F Peripheral Driver","PS88330F Peripheral Driver",,"PS88330F Peripheral Driver","OK",,"False","Win32_PnPEntity","ACPI\PS88330F\1",,,,"ACPI\PS88330F\1",,,,"Win32_ComputerSystem","ROG-LUCCI","{f2e7dd72-6468-4e36-b6f1-6488f42c1b52}",,"System.String[]","Parade Technologies, Ltd.","Firmware","True","PRSpbDrv",
"HIDClass","HID-compliant device","HID\HID_DEVICE_SYSTEM_VHF\5&10F74292&0&0000","CM_PROB_NONE","CM_PROB_NONE",,"HID-compliant device","HID-compliant device",,"HID-compliant device","OK",,"False","Win32_PnPEntity","HID\HID_DEVICE_SYSTEM_VHF\5&10F74292&0&0000",,,,"HID\HID_DEVICE_SYSTEM_VHF\5&10F74292&0&0000",,,,"Win32_ComputerSystem","ROG-LUCCI","{745a17a0-74d3-11d0-b6fe-00a0c90f57da}",,"System.String[]","(Standard system devices)","HIDClass","True",,
"HIDClass","Virtual HID Framework (VHF) HID device","VHF\HID_DEVICE_SYSTEM_VHF\4&1F2A99F9&0&{E81F046B-AC66-5CEB-A6AF-4CA8B1E12BFC}","CM_PROB_NONE","CM_PROB_NONE",,"Virtual HID Framework (VHF) HID device","Virtual HID Framework (VHF) HID device",,"Virtual HID Framework (VHF) HID device","OK",,"False","Win32_PnPEntity","VHF\HID_DEVICE_SYSTEM_VHF\4&1F2A99F9&0&{E81F046B-AC66-5CEB-A6AF-4CA8B1E12BFC}",,,,"VHF\HID_DEVICE_SYSTEM_VHF\4&1F2A99F9&0&{E81F046B-AC66-5CEB-A6AF-4CA8B1E12BFC}",,,,"Win32_ComputerSystem","ROG-LUCCI","{745a17a0-74d3-11d0-b6fe-00a0c90f57da}",,"System.String[]","Microsoft","HIDClass","True","mshidkmdf",
"System","PCI standard host CPU bridge","PCI\VEN_1022&DEV_14F2&SUBSYS_00000000&REV_00\3&11583659&0&C2","CM_PROB_NONE","CM_PROB_NONE",,"PCI standard host CPU bridge","PCI standard host CPU bridge",,"PCI standard host CPU bridge","OK",,"False","Win32_PnPEntity","PCI\VEN_1022&DEV_14F2&SUBSYS_00000000&REV_00\3&11583659&0&C2",,,,"PCI\VEN_1022&DEV_14F2&SUBSYS_00000000&REV_00\3&11583659&0&C2",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","(Standard system devices)","System","True",,
"SoftwareDevice","Microsoft RRAS Root Enumerator","SWD\MSRRAS\{5E259276-BC7E-40E3-B93B-8F89B5F3ABC0}","CM_PROB_NONE","CM_PROB_NONE",,"Microsoft RRAS Root Enumerator","Generic software device",,"Microsoft RRAS Root Enumerator","OK",,"False","Win32_PnPEntity","SWD\MSRRAS\{5E259276-BC7E-40E3-B93B-8F89B5F3ABC0}",,,,"SWD\MSRRAS\{5E259276-BC7E-40E3-B93B-8F89B5F3ABC0}",,,,"Win32_ComputerSystem","ROG-LUCCI","{62f9c741-b25a-46ce-b54c-9bccce08b6f2}","System.String[]",,"Microsoft","SoftwareDevice","True",,
"System","ACPI Processor Container Device","ACPI\ACPI0010\1","CM_PROB_NONE","CM_PROB_NONE",,"ACPI Processor Container Device","ACPI Processor Container Device",,"ACPI Processor Container Device","OK",,"False","Win32_PnPEntity","ACPI\ACPI0010\1",,,,"ACPI\ACPI0010\1",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","(Standard system devices)","System","True",,
"USB","AMD USB 3.10 eXtensible Host Controller - 1.20 (Microsoft)","PCI\VEN_1022&DEV_15C1&SUBSYS_201F1043&REV_00\4&1BE72DC0&0&0443","CM_PROB_NONE","CM_PROB_NONE",,"AMD USB 3.10 eXtensible Host Controller - 1.20 (Microsoft)","USB xHCI Compliant Host Controller",,"AMD USB 3.10 eXtensible Host Controller - 1.20 (Microsoft)","OK",,"False","Win32_PnPEntity","PCI\VEN_1022&DEV_15C1&SUBSYS_201F1043&REV_00\4&1BE72DC0&0&0443",,,,"PCI\VEN_1022&DEV_15C1&SUBSYS_201F1043&REV_00\4&1BE72DC0&0&0443",,,,"Win32_ComputerSystem","ROG-LUCCI","{36fc9e60-c465-11cf-8056-444553540000}","System.String[]","System.String[]","Generic USB xHCI Host Controller","USB","True","USBXHCI",
"UCM","UCM-UCSI ACPI Device","ACPI\USBC000\0","CM_PROB_NONE","CM_PROB_NONE",,"UCM-UCSI ACPI Device","UCM-UCSI ACPI Device",,"UCM-UCSI ACPI Device","OK",,"False","Win32_PnPEntity","ACPI\USBC000\0",,,,"ACPI\USBC000\0",,,,"Win32_ComputerSystem","ROG-LUCCI","{e6f1aa1c-7f3b-4473-b2e8-c97d8ac71d53}","System.String[]","System.String[]","Microsoft","UCM","True","UcmUcsiAcpiClient",
"Firmware","ROG Zephyrus G14 UEFI","UEFI\RES_{20DFAF4B-0AD8-5AA8-9592-7509D25C2C0A}\0","CM_PROB_FAILED_START","CM_PROB_FAILED_START","","ROG Zephyrus G14 UEFI","ROG Zephyrus G14 UEFI",,"ROG Zephyrus G14 UEFI","Error",,"False","Win32_PnPEntity","UEFI\RES_{20DFAF4B-0AD8-5AA8-9592-7509D25C2C0A}\0",,,,"UEFI\RES_{20DFAF4B-0AD8-5AA8-9592-7509D25C2C0A}\0",,,,"Win32_ComputerSystem","ROG-LUCCI","{f2e7dd72-6468-4e36-b6f1-6488f42c1b52}","System.String[]","System.String[]","ASUSTeK COMPUTER INC.","Firmware","True",,
"Net","WAN Miniport (PPTP)","SWD\MSRRAS\MS_PPTPMINIPORT","CM_PROB_NONE","CM_PROB_NONE",,"WAN Miniport (PPTP)","WAN Miniport (PPTP)",,"WAN Miniport (PPTP)","OK",,"False","Win32_PnPEntity","SWD\MSRRAS\MS_PPTPMINIPORT",,,,"SWD\MSRRAS\MS_PPTPMINIPORT",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e972-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","Microsoft","Net","True","PptpMiniport",
"Camera","USB2.0 FHD UVC WebCam","USB\VID_3277&PID_0051&MI_00\7&204645B8&0&0000","CM_PROB_NONE","CM_PROB_NONE",,"USB2.0 FHD UVC WebCam","USB Video Device",,"USB2.0 FHD UVC WebCam","OK",,"False","Win32_PnPEntity","USB\VID_3277&PID_0051&MI_00\7&204645B8&0&0000",,,,"USB\VID_3277&PID_0051&MI_00\7&204645B8&0&0000",,,,"Win32_ComputerSystem","ROG-LUCCI","{ca3e7ab9-b4c3-4ae6-8251-579ef933890f}","System.String[]","System.String[]","Microsoft","Camera","True","usbvideo",
"System","PCI standard host CPU bridge","PCI\VEN_1022&DEV_14EA&SUBSYS_00000000&REV_00\3&11583659&0&08","CM_PROB_NONE","CM_PROB_NONE",,"PCI standard host CPU bridge","PCI standard host CPU bridge",,"PCI standard host CPU bridge","OK",,"False","Win32_PnPEntity","PCI\VEN_1022&DEV_14EA&SUBSYS_00000000&REV_00\3&11583659&0&08",,,,"PCI\VEN_1022&DEV_14EA&SUBSYS_00000000&REV_00\3&11583659&0&08",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","(Standard system devices)","System","True",,
"System","PCI standard host CPU bridge","PCI\VEN_1022&DEV_14EA&SUBSYS_00000000&REV_00\3&11583659&0&10","CM_PROB_NONE","CM_PROB_NONE",,"PCI standard host CPU bridge","PCI standard host CPU bridge",,"PCI standard host CPU bridge","OK",,"False","Win32_PnPEntity","PCI\VEN_1022&DEV_14EA&SUBSYS_00000000&REV_00\3&11583659&0&10",,,,"PCI\VEN_1022&DEV_14EA&SUBSYS_00000000&REV_00\3&11583659&0&10",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","(Standard system devices)","System","True",,
"System","PCI standard host CPU bridge","PCI\VEN_1022&DEV_14EA&SUBSYS_00000000&REV_00\3&11583659&0&18","CM_PROB_NONE","CM_PROB_NONE",,"PCI standard host CPU bridge","PCI standard host CPU bridge",,"PCI standard host CPU bridge","OK",,"False","Win32_PnPEntity","PCI\VEN_1022&DEV_14EA&SUBSYS_00000000&REV_00\3&11583659&0&18",,,,"PCI\VEN_1022&DEV_14EA&SUBSYS_00000000&REV_00\3&11583659&0&18",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","(Standard system devices)","System","True",,
"System","PCI standard host CPU bridge","PCI\VEN_1022&DEV_14EA&SUBSYS_00000000&REV_00\3&11583659&0&20","CM_PROB_NONE","CM_PROB_NONE",,"PCI standard host CPU bridge","PCI standard host CPU bridge",,"PCI standard host CPU bridge","OK",,"False","Win32_PnPEntity","PCI\VEN_1022&DEV_14EA&SUBSYS_00000000&REV_00\3&11583659&0&20",,,,"PCI\VEN_1022&DEV_14EA&SUBSYS_00000000&REV_00\3&11583659&0&20",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","(Standard system devices)","System","True",,
"System","PCI standard host CPU bridge","PCI\VEN_1022&DEV_14EA&SUBSYS_00000000&REV_00\3&11583659&0&40","CM_PROB_NONE","CM_PROB_NONE",,"PCI standard host CPU bridge","PCI standard host CPU bridge",,"PCI standard host CPU bridge","OK",,"False","Win32_PnPEntity","PCI\VEN_1022&DEV_14EA&SUBSYS_00000000&REV_00\3&11583659&0&40",,,,"PCI\VEN_1022&DEV_14EA&SUBSYS_00000000&REV_00\3&11583659&0&40",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","(Standard system devices)","System","True",,
"System","Microsoft Hyper-V Virtualization Infrastructure Driver","ROOT\VID\0000","CM_PROB_NONE","CM_PROB_NONE",,"Microsoft Hyper-V Virtualization Infrastructure Driver","Microsoft Hyper-V Virtualization Infrastructure Driver",,"Microsoft Hyper-V Virtualization Infrastructure Driver","OK",,"False","Win32_PnPEntity","ROOT\VID\0000",,,,"ROOT\VID\0000",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","Microsoft","System","True","Vid",
"System","Direct memory access controller","ACPI\PNP0200\4&27C19A4E&0","CM_PROB_NONE","CM_PROB_NONE",,"Direct memory access controller","Direct memory access controller",,"Direct memory access controller","OK",,"False","Win32_PnPEntity","ACPI\PNP0200\4&27C19A4E&0",,,,"ACPI\PNP0200\4&27C19A4E&0",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","(Standard system devices)","System","True",,
"HIDClass","HID-compliant vendor-defined device","HID\VID_0B05&PID_19B6&COL03\7&2A3AB815&0&0002","CM_PROB_NONE","CM_PROB_NONE",,"HID-compliant vendor-defined device","HID-compliant vendor-defined device",,"HID-compliant vendor-defined device","OK",,"False","Win32_PnPEntity","HID\VID_0B05&PID_19B6&COL03\7&2A3AB815&0&0002",,,,"HID\VID_0B05&PID_19B6&COL03\7&2A3AB815&0&0002",,,,"Win32_ComputerSystem","ROG-LUCCI","{745a17a0-74d3-11d0-b6fe-00a0c90f57da}",,"System.String[]","(Standard system devices)","HIDClass","True",,
"Net","WAN Miniport (IKEv2)","SWD\MSRRAS\MS_AGILEVPNMINIPORT","CM_PROB_NONE","CM_PROB_NONE",,"WAN Miniport (IKEv2)","WAN Miniport (IKEv2)",,"WAN Miniport (IKEv2)","OK",,"False","Win32_PnPEntity","SWD\MSRRAS\MS_AGILEVPNMINIPORT",,,,"SWD\MSRRAS\MS_AGILEVPNMINIPORT",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e972-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","Microsoft","Net","True","RasAgileVpn",
"System","Composite Bus Enumerator","ROOT\COMPOSITEBUS\0000","CM_PROB_NONE","CM_PROB_NONE",,"Composite Bus Enumerator","Composite Bus Enumerator",,"Composite Bus Enumerator","OK",,"False","Win32_PnPEntity","ROOT\COMPOSITEBUS\0000",,,,"ROOT\COMPOSITEBUS\0000",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","Microsoft","System","True","CompositeBus",
"Mouse","HID-compliant mouse","HID\VID_046D&PID_C53F&MI_01&COL01\8&19DCA620&0&0000","CM_PROB_NONE","CM_PROB_NONE",,"HID-compliant mouse","HID-compliant mouse",,"HID-compliant mouse","OK",,"False","Win32_PnPEntity","HID\VID_046D&PID_C53F&MI_01&COL01\8&19DCA620&0&0000",,,,"HID\VID_046D&PID_C53F&MI_01&COL01\8&19DCA620&0&0000",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e96f-e325-11ce-bfc1-08002be10318}",,"System.String[]","Microsoft","Mouse","True","mouhid",
"System","Microsoft Virtual Drive Enumerator","ROOT\VDRVROOT\0000","CM_PROB_NONE","CM_PROB_NONE",,"Microsoft Virtual Drive Enumerator","Microsoft Virtual Drive Enumerator",,"Microsoft Virtual Drive Enumerator","OK",,"False","Win32_PnPEntity","ROOT\VDRVROOT\0000",,,,"ROOT\VDRVROOT\0000",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","Microsoft","System","True","vdrvroot",
"MEDIA","AMD BT Audio Device","ACP\DEVTYPE_0004&DEVREV_0000&VEN_1022&DEV_15E2&SUBSYS_102215E2&REV_63\5&16A4B261&0&05","CM_PROB_NONE","CM_PROB_NONE",,"AMD BT Audio Device","AMD BT Audio Device",,"AMD BT Audio Device","OK",,"False","Win32_PnPEntity","ACP\DEVTYPE_0004&DEVREV_0000&VEN_1022&DEV_15E2&SUBSYS_102215E2&REV_63\5&16A4B261&0&05",,,,"ACP\DEVTYPE_0004&DEVREV_0000&VEN_1022&DEV_15E2&SUBSYS_102215E2&REV_63\5&16A4B261&0&05",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e96c-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","AMD","MEDIA","True","AMDAcpBtAudioService",
"System","PCI Express Root Port","PCI\VEN_1022&DEV_14EF&SUBSYS_14531022&REV_00\3&11583659&0&19","CM_PROB_NONE","CM_PROB_NONE",,"PCI Express Root Port","PCI Express Root Port",,"PCI Express Root Port","OK",,"False","Win32_PnPEntity","PCI\VEN_1022&DEV_14EF&SUBSYS_14531022&REV_00\3&11583659&0&19",,,,"PCI\VEN_1022&DEV_14EF&SUBSYS_14531022&REV_00\3&11583659&0&19",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","(Standard system devices)","System","True","pci",
"HIDClass","HID-compliant vendor-defined device","HID\VID_0B05&PID_19B6&COL08\7&2A3AB815&0&0007","CM_PROB_NONE","CM_PROB_NONE",,"HID-compliant vendor-defined device","HID-compliant vendor-defined device",,"HID-compliant vendor-defined device","OK",,"False","Win32_PnPEntity","HID\VID_0B05&PID_19B6&COL08\7&2A3AB815&0&0007",,,,"HID\VID_0B05&PID_19B6&COL08\7&2A3AB815&0&0007",,,,"Win32_ComputerSystem","ROG-LUCCI","{745a17a0-74d3-11d0-b6fe-00a0c90f57da}",,"System.String[]","(Standard system devices)","HIDClass","True",,
"Battery","Microsoft AC Adapter","ACPI\ACPI0003\2&DABA3FF&0","CM_PROB_NONE","CM_PROB_NONE",,"Microsoft AC Adapter","Microsoft AC Adapter",,"Microsoft AC Adapter","OK",,"False","Win32_PnPEntity","ACPI\ACPI0003\2&DABA3FF&0",,,,"ACPI\ACPI0003\2&DABA3FF&0",,,,"Win32_ComputerSystem","ROG-LUCCI","{72631e54-78a4-11d0-bcf7-00aa00b7b32a}",,"System.String[]","Microsoft","Battery","True","CmBatt",
"SCSIAdapter","Microsoft Storage Spaces Controller","ROOT\SPACEPORT\0000","CM_PROB_NONE","CM_PROB_NONE",,"Microsoft Storage Spaces Controller","Microsoft Storage Spaces Controller",,"Microsoft Storage Spaces Controller","OK",,"False","Win32_PnPEntity","ROOT\SPACEPORT\0000",,,,"ROOT\SPACEPORT\0000",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97b-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","Microsoft","SCSIAdapter","True","spaceport",
"HIDClass","HID-compliant system controller","HID\VID_0B05&PID_19B6&COL0B\7&2A3AB815&0&000A","CM_PROB_NONE","CM_PROB_NONE",,"HID-compliant system controller","HID-compliant system controller",,"HID-compliant system controller","OK",,"False","Win32_PnPEntity","HID\VID_0B05&PID_19B6&COL0B\7&2A3AB815&0&000A",,,,"HID\VID_0B05&PID_19B6&COL0B\7&2A3AB815&0&000A",,,,"Win32_ComputerSystem","ROG-LUCCI","{745a17a0-74d3-11d0-b6fe-00a0c90f57da}",,"System.String[]","(Standard system devices)","HIDClass","True",,
